id_catalogo,cd_opcion,cc_externa,df_baja,cve_usuario,id_catalogo_padre,cd_descripcionDos,cc_externaDos,LOCK_FLAG,ix_dependencia,id_validar,id_validacion_planeacion,id_validacion_supervisor
661,Desarrollar evaluaciones diagnósticas de apoyo al trabajo del aula en diferentes asignaturas del currículum de educación básica y media superior.,210,15/01/2024,Superusuario,640,2.3.2,NULL,0,0,NULL,NULL,NULL
662,"Proponer estrategias de reforzamiento pedagógico a partir de los resultados de las evaluaciones diagnósticas, estudios e investigaciones especializados para apoyar el trabajo docente.",220,15/01/2024,Superusuario,640,2.3.3,NULL,0,0,NULL,NULL,NULL
663,Llevar a cabo estudios e investigaciones especializadas sobre los procesos escolares en educación básica y media superior.,230,11/01/2024,Superusuario,640,3.1.1,NULL,0,0,NULL,NULL,NULL
664,Desarrollar evaluaciones diagnósticas sobre la organización y funcionamiento de las escuelas de educación básica y media superior.,240,11/01/2024,Superusuario,640,3.1.2,NULL,0,0,NULL,NULL,NULL
665,"Desarrollar mecanismos de recopilación y análisis de información sobre las necesidades y experiencias de mejora en las escuelas de educación básica y media superior, como insumo para la toma de decisiones.",250,11/01/2024,Superusuario,640,3.1.3,NULL,0,0,NULL,NULL,NULL
666,"Emitir lineamientos, criterios, orientaciones y recursos que apoyen los procesos de mejora de las escuelas en educación básica y media superior.",260,11/01/2024,Superusuario,640,3.2.1,NULL,0,0,NULL,NULL,NULL
667,Emitir lineamientos para la innovación de materiales y tecnologías educativas que apoyen la mejora continua de las escuelas en educación básica y media superior.,270,11/01/2024,Superusuario,640,3.2.2,NULL,0,0,NULL,NULL,NULL
668,Desarrollar materiales prototipo que apoyen la mejora continua de las escuelas en educación básica y media superior.,280,11/01/2024,Superusuario,640,3.2.3,NULL,0,0,NULL,NULL,NULL
669,"Formular sugerencias de elementos que contribuyan a la mejora de los planes y programas de educación básica y media superior, y de los objetivos de la educación inicial, inclusiva y de adultos.",290,11/01/2024,Superusuario,640,3.2.4,NULL,0,0,NULL,NULL,NULL
670,"Fortalecer las capacidades institucionales de los equipos técnicos estatales para la implementación y uso de los lineamientos, criterios, sugerencias, recursos y materiales prototipo relacionados con la mejora continua de las escuelas.",300,11/01/2024,Superusuario,640,3.3.1,NULL,0,0,NULL,NULL,NULL
671,"Establecer mecanismos de seguimiento y actualización de los lineamientos, criterios, sugerencias y materiales prototipo relacionados con la mejora continua de las escuelas.",310,11/01/2024,Superusuario,640,3.3.2,NULL,0,0,NULL,NULL,NULL
672,"Llevar a cabo estudios e investigaciones especializadas sobre prácticas docentes, directiva y de apoyo, y de formación continua y desarrollo profesional docente en educación básica y media superior.",320,11/01/2024,Superusuario,640,4.1.1,NULL,0,0,NULL,NULL,NULL
673,"Desarrollar evaluaciones diagnósticas de las prácticas docentes, directiva y de apoyo en educación básica y media superior con carácter diagnóstico y formativo.",330,11/01/2024,Superusuario,640,4.1.2,NULL,0,0,NULL,NULL,NULL
674,Sistematizar información sobre formación continua y desarrollo profesional de docentes de educación básica y media superior.,340,11/01/2024,Superusuario,640,4.1.3,NULL,0,0,NULL,NULL,NULL
675,"Procesar resultados de los procesos de selección para la admisión, promoción y reconocimiento.",350,11/01/2024,Superusuario,640,4.1.4,NULL,0,0,NULL,NULL,NULL
676,"Integrar información sobre la oferta de formación continua de docentes en educación básica y educación media superior de las autoridades educativas federal, de los estados, de la Ciudad de México y de los organismos descentralizados y sus caracter...",360,11/01/2024,Superusuario,640,4.1.5,NULL,0,0,NULL,NULL,NULL
677,"Favorecer la articulación de las acciones de formación continua y desarrollo profesional docente desarrolladas por las autoridades de educación básica y educación media superior del país, las instituciones de educación superior y las organizacione...",370,11/01/2024,Superusuario,640,4.2.1,NULL,0,0,NULL,NULL,NULL
678,"Emitir lineamientos y criterios que regulen los procesos de evaluación, formación continua y desarrollo profesional docente a los que se sujetarán las autoridades educativas federal, de los estados, de la Ciudad de México y de los organismos descentr...",380,11/01/2024,Superusuario,640,4.2.2,NULL,0,0,NULL,NULL,NULL
679,"Formular programas de formación continua y desarrollo profesional docentes, técnico- docentes, directivos, personal de apoyo y equipos técnicos de educación básica y media superior para su implementación por parte de las autoridades educativas fede...",390,11/01/2024,Superusuario,640,4.2.3,NULL,0,0,NULL,NULL,NULL
680,Desarrollar materiales y recursos educativos que fortalezcan las acciones para la formación continua de docentes en educación básica y educación media superior.,400,11/01/2024,Superusuario,640,4.3.1,NULL,0,0,NULL,NULL,NULL
681,"Establecer mecanismos de monitoreo y actualización de los lineamientos, criterios y programas de formación continua y desarrollo profesional docente que emita la Comisión Nacional para la Mejora Continua de la Educación.",410,11/01/2024,Superusuario,640,4.3.2,NULL,0,0,NULL,NULL,NULL
682,Llevar a cabo estudios e investigaciones especializadas sobre los instrumentos de gestión pública e intervenciones educativas relevantes que orientan el desarrollo de las políticas de educación básica y media superior.,420,11/01/2024,Superusuario,640,5.1.1,NULL,0,0,NULL,NULL,NULL
683,"Desarrollar evaluaciones sobre el diseño, implementación y resultados de las políticas de educación básica y media superior.",430,11/01/2024,Superusuario,640,5.1.2,NULL,0,0,NULL,NULL,NULL
684,"Fortalecer el marco regulatorio para el desarrollo de evaluaciones, estudios e investigaciones especializadas que se desarrollen al interior del SEN.",440,11/01/2024,Superusuario,640,5.2.1,NULL,0,0,NULL,NULL,NULL
685,Establecer criterios para orientar el trabajo de las instancias evaluadoras en educación básica y media superior.,450,11/01/2024,Superusuario,640,5.2.2,NULL,0,0,NULL,NULL,NULL
686,Desarrollar un modelo institucional de investigación educativa que articule el abordaje de los problemas educativos con la toma de decisiones en distintos niveles de intervención dentro del SEN.,460,11/01/2024,Superusuario,640,5.2.3,NULL,0,0,NULL,NULL,NULL
687,Impulsar el desarrollo de agendas institucionales de investigación y estudios especializados con centros de investigación e instituciones de educación superior para atender las necesidades del sistema educativo atendiendo a la diversidad de las necesi...,470,11/01/2024,Superusuario,640,5.2.4,NULL,0,0,NULL,NULL,NULL
688,"Procesar información sobre los actores, procesos y servicios de educación básica y media superior.",480,11/01/2024,Superusuario,640,6.1.1,NULL,0,0,NULL,NULL,NULL
689,Desarrollar herramientas que permitan a los actores e instituciones educativas monitorear sus procesos de mejora continua de la educación.,490,11/01/2024,Superusuario,640,6.1.2,NULL,0,0,NULL,NULL,NULL
690,Implementar una Política de Difusión que permita hacer llegar toda la información generada por MEJOREDU a actores educativos y a la sociedad en general.,500,11/01/2024,Superusuario,640,6.2.1,NULL,0,0,NULL,NULL,NULL
691,"Operar un Fondo Editorial pertinente y accesible, que apoye los esfuerzos de mejora continua de los actores e instituciones educativas que conforman el Sistema Educativo Nacional.",510,11/01/2024,Superusuario,640,6.2.2,NULL,0,0,NULL,NULL,NULL
692,"Poner al alcance de todos los actores educativos un acervo de recursos documentales actualizados y pertinentes, tanto de origen nacional e internacional, que apoyen la mejora continua de la educación.",520,11/01/2024,Superusuario,640,6.2.3,NULL,0,0,NULL,NULL,NULL
693,Alineación al PND,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
694,Política y Gobierno,1,NULL,Superusuario,693,5.2,NULL,0,0,NULL,NULL,NULL
695,Política Social,2,NULL,Superusuario,693,5.2,NULL,0,0,NULL,NULL,NULL
696,Economía,3,NULL,Superusuario,693,5.2,NULL,0,0,NULL,NULL,NULL
697,Nivel de desagregación,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
698,Política y Gobierno,1,NULL,Superusuario,697,5.2,NULL,0,0,NULL,NULL,NULL
699,Política Social,2,NULL,Superusuario,697,5.2,NULL,0,0,NULL,NULL,NULL
700,Economía,3,NULL,Superusuario,697,5.2,NULL,0,0,NULL,NULL,NULL
701,Periodicidad o frecuencia de medición,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
702,Mensual,1,NULL,Superusuario,701,5.2,NULL,0,0,NULL,NULL,NULL
703,Bimestral,2,NULL,Superusuario,701,5.2,NULL,0,0,NULL,NULL,NULL
704,Trimestral,3,NULL,Superusuario,701,5.2,NULL,0,0,NULL,NULL,NULL
705,Cuatrimestral,4,NULL,Superusuario,701,5.2,NULL,0,0,NULL,NULL,NULL
706,Semestral,5,NULL,Superusuario,701,5.2,NULL,0,0,NULL,NULL,NULL
707,Anual,6,NULL,Superusuario,701,5.2,NULL,0,0,NULL,NULL,NULL
708,Bienal,7,NULL,Superusuario,701,5.2,NULL,0,0,NULL,NULL,NULL
709,Trianual,8,NULL,Superusuario,701,5.2,NULL,0,0,NULL,NULL,NULL
710,Sexenal,9,NULL,Superusuario,701,5.2,NULL,0,0,NULL,NULL,NULL
711,Otro (especificar),10,NULL,Superusuario,701,5.2,NULL,0,0,NULL,NULL,NULL
712,Tipo,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
713,Estratégico,1,NULL,Superusuario,712,5.2,NULL,0,0,NULL,NULL,NULL
714,Gestión,2,NULL,Superusuario,712,5.2,NULL,0,0,NULL,NULL,NULL
715, Acumulado o periódico,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
716, Acumulado,1,NULL,Superusuario,715,5.2,NULL,0,0,NULL,NULL,NULL
717,Periódico,2,NULL,Superusuario,715,5.2,NULL,0,0,NULL,NULL,NULL
718,Unidad de medida,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
719,Porcentaje,1,NULL,Superusuario,718,5.2,NULL,0,0,NULL,NULL,NULL
720,Tasa de variación,2,NULL,Superusuario,718,5.2,NULL,0,0,NULL,NULL,NULL
721,Promedio,3,NULL,Superusuario,718,5.2,NULL,0,0,NULL,NULL,NULL
722,Números índice,4,NULL,Superusuario,718,5.2,NULL,0,0,NULL,NULL,NULL
723,Otro (especificar),5,NULL,Superusuario,718,5.2,NULL,0,0,NULL,NULL,NULL
724,Periodo de recolección de datos,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
725,Enero-Diciembre,1,NULL,Superusuario,724,5.2,NULL,0,0,NULL,NULL,NULL
726,Otro (especificar),2,NULL,Superusuario,724,5.2,NULL,0,0,NULL,NULL,NULL
727,Dimensión de los indicadores,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
728,Eficiencia,1,NULL,Superusuario,727,5.2,NULL,0,0,NULL,NULL,NULL
729,Eficacia,2,NULL,Superusuario,727,5.2,NULL,0,0,NULL,NULL,NULL
730,Calidad,3,NULL,Superusuario,727,5.2,NULL,0,0,NULL,NULL,NULL
731,Economía,4,NULL,Superusuario,727,5.2,NULL,0,0,NULL,NULL,NULL
732,Disponibilidad de información,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
733,Enero,1,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
734,Febrero,2,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
735,Marzo,3,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
736,Abril,4,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
737,Mayo,5,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
738,Junio,6,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
739,Julio,7,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
740,Agosto,8,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
741,Septiembre,9,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
742,Octubre,10,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
743,Noviembre,11,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
744,Diciembre,12,NULL,Superusuario,732,5.2,NULL,0,0,NULL,NULL,NULL
745,Tendencia esperada,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
746,Ascendente,1,NULL,Superusuario,745,5.2,NULL,0,0,NULL,NULL,NULL
747,Descendente,2,NULL,Superusuario,745,5.2,NULL,0,0,NULL,NULL,NULL
748,Constante,3,NULL,Superusuario,745,5.2,NULL,0,0,NULL,NULL,NULL
749,Unidad responsable de reportar el avance,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
750,Comisión Nacional para la Mejora Continua de la Educación - Área de Apoyo y Seguimiento a la Mejora Continua e Innovación Educativa,47,NULL,Superusuario,749,5.2,NULL,0,0,NULL,NULL,NULL
751,Sector,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
752,Entidades no Sectorizadas,47,NULL,Superusuario,751,5.2,NULL,0,0,NULL,NULL,NULL
753,Objetivos de Desarrollo Sustentable,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
754,Fin de Pobreza,1,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
755,Hambre Cero,2,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
756,Salud y Bienestar,3,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
757,Educación y Calidad,4,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
758,Igualdad de Género,5,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
759,Agua Limpia y Saneamiento,6,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
760,Energía asequible y no Contaminante,7,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
761,Trabajo decente y crecimiento económico,8,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
762,"Industria, innovación e infraestructura",9,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
763,Reducción de las desigualdades,10,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
764,Ciudades y comunidades sustentables,11,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
765,Producción y consumo responsable,12,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
766,Acción por el clima,13,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
767,Vida submarina,14,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
768,Vida de ecosistemas terrestres,15,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
769,"Paz, justicia e instituciones sólidas",16,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
770,Alianza para lograr los objetivos,17,NULL,Superusuario,753,5.2,NULL,0,0,NULL,NULL,NULL
771,Estrategia prioritaria,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
772,Fortalecer el gobierno estratégico de la Comisión Nacional para la Mejora Continua de la Educación para asegurar el cumplimiento a su mandato constitucional,1,15/01/2024,superusuario,771,5.2,1.1,3,0,27,48,NULL
773,Promover el fortalecimiento del Sistema Nacional para la Mejora Continua de la Educación para lograr que autoridades y actores educativos contribuyan al ejercicio pleno del derecho a la educación,1,15/01/2024,superusuario,771,5.2,1.2,1,0,NULL,NULL,NULL
774,"Impulsar la colaboración e intercambio con las autoridades federal, de los estados, de la Ciudad de México y otros actores clave nacionales e internacionales para contribuir a la mejora continua de la educación",1,15/01/2024,superusuario,771,5.2,1.3,1,0,NULL,NULL,NULL
775,Implementar una gestión basada en resultados para garantizar la racionalidad y eficiencia en el funcionamiento de la Comisión Nacional para la Mejora Continua de la Educación,1,15/01/2024,superusuario,771,5.2,1.4,1,0,NULL,NULL,NULL
776,Impulsar mecanismos de transparencia y rendición de cuentas para un gobierno abierto,1,15/01/2024,superusuario,771,5.2,1.5,1,0,NULL,NULL,NULL
777,Generar información y conocimiento que fundamente las decisiones relacionadas con la mejora de los resultados educativos de los estudiantes en escuelas de educación básica y media superior,2,15/01/2024,superusuario,771,5.2,2.1,1,0,NULL,NULL,NULL
778,"Fortalecer los procesos de mejora de los aprendizajes de los estudiantes en educación básica y educación media superior a fin de buscar la excelencia, la inclusión y la equidad educativa",2,15/01/2024,superusuario,771,5.2,2.2,1,0,NULL,NULL,NULL
779,Apoyar la implementación y seguimiento de los productos desarrollados por la Comisión Nacional para la Mejora Continua de la Educación para la mejora de los aprendizajes en educación básica y media superior,2,15/01/2024,superusuario,771,5.2,2.3,1,0,NULL,NULL,NULL
780,Generar información y conocimiento sobre las escuelas de educación básica y media superior para fundamentar las decisiones sobre la mejora de la educación,3,11/01/2024,superusuario,771,5.2,3.1,1,0,NULL,NULL,NULL
781,"Fortalecer los procesos de mejora continua de las escuelas en educación básica y media superior a fin de buscar la excelencia, la inclusión y la equidad educativa",3,11/01/2024,superusuario,771,5.2,3.2,1,0,NULL,NULL,NULL
782,Apoyar la implementación y seguimiento de los productos desarrollados por la Comisión Nacional para la Mejora Continua de la Educación para orientar la mejora continua de las escuelas de educación básica y media superior,3,11/01/2024,superusuario,771,5.2,3.3,1,0,NULL,NULL,NULL
783,"Generar información y conocimiento relativos a las prácticas docente, directiva y de apoyo de educación básica y educación media superior para mejorar la formación continua y desarrollo profesional docente",4,11/01/2024,Superusuario,771,5.2,4.1,0,0,NULL,NULL,NULL
784,"Fortalecer los procesos de evaluación, formación continua y desarrollo profesional docente en educación básica y educación media superior para contribuir a la mejora continua de la educación",4,11/01/2024,Superusuario,771,5.2,4.2,0,0,NULL,NULL,NULL
785,"Desarrollar recursos e instrumentos que apoyen la implementación y seguimiento de los lineamientos, criterios y programas para la mejora de la formación continua y el desarrollo profesional docente",4,11/01/2024,Superusuario,771,5.2,4.3,0,0,NULL,NULL,NULL
786,Generar información y conocimiento que fundamente las decisiones relacionadas con la mejora de las políticas educativas de educación básica y media superior,5,11/01/2024,Superusuario,771,5.2,5.1,0,0,NULL,NULL,NULL
787,Reforzar el desarrollo de las políticas de educación básica y media superior con el apoyo de las instancias evaluadoras y centros de investigación dentro del SEN para contribuir al ejercicio pleno del derecho a la educación,5,11/01/2024,Superusuario,771,5.2,5.2,0,0,NULL,NULL,NULL
788,Proveer información sobre el Sistema Educativo Nacional y determinar indicadores de resultados para dar seguimiento a los procesos de mejora continua de la educación,6,11/01/2024,Superusuario,771,5.2,6.1,0,0,NULL,NULL,NULL
789,Fortalecer la difusión de información de productos desarrollados por la Comisión Nacional para la Mejora Continua de la Educación para contribuir a la mejora continua del Sistema Educativo Nacional,6,11/01/2024,Superusuario,771,5.2,6.2,0,0,NULL,NULL,NULL
790,Comportamiento de medición,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
791,Metas acumulativas,1,NULL,Superusuario,790,5.2,NULL,0,0,NULL,NULL,NULL
792,Metas periódicas,2,NULL,Superusuario,790,5.2,NULL,0,0,NULL,NULL,NULL
793,Tipo de valor de la meta,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
794,Absoluto,1,NULL,Superusuario,793,5.2,NULL,0,0,NULL,NULL,NULL
795,Relativo,2,NULL,Superusuario,793,5.2,NULL,0,0,NULL,NULL,NULL
796,Programa presupuestario,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
797,Actividades de apoyo a la función pública y buen gobierno,O001,NULL,Superusuario,796,5.2,NULL,0,0,NULL,NULL,NULL
798,"Planeación, diseño, ejecución y evaluación del Sistema Nacional de Mejora Continua de la Educación",P016,NULL,Superusuario,796,5.2,NULL,0,0,NULL,NULL,NULL
799,Actividades de apoyo administrativo,M001,NULL,Superusuario,796,5.2,NULL,0,0,NULL,NULL,NULL
800,Objetivo,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
801,"Fortalecer el Sistema de Control Interno, mediante la fiscalización y la colaboración intra-institucional, a fin de que las actividades de la Comisión se desarrollen con apego a la normativa vigente y contribuyan al cumplimiento de sus objetivos y met...",O001,NULL,Superusuario,800,5.2,NULL,0,0,NULL,NULL,NULL
802,"Coordinar el Sistema Nacional de Mejora Continua de la Educación mediante la implementación de lineamientos, criterios y recomendaciones por parte de los actores educativos.",P016,NULL,Superusuario,800,5.2,NULL,0,0,NULL,NULL,NULL
803,"Desarrollar acciones relativas a la gestión de los recursos humanos, financieros, materiales y de TIC, así como para los procesos de planeación, programación, presupuestación, ejercicio, seguimiento, evaluación, y comunicación interna a efecto de ...",M001,NULL,Superusuario,800,5.2,NULL,0,0,NULL,NULL,NULL
804,Nivel,CAT,NULL,Superusuario,NULL,5.2,NULL,0,0,NULL,NULL,NULL
805,Fin,Fin,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
806,Propósito,Propósito,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
807,Componente,C1,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
808,Componente,C2,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
809,Componente,C3,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
810,Componente,C4,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
811,Actividad,A1.C.1,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
812,Actividad,A2.C1,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
813,Actividad,A1.C2,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
814,Actividad,A1.C3,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
815,Actividad,A1.C4,NULL,Superusuario,804,5.2,NULL,0,0,NULL,NULL,NULL
816,Clave y nombre de Unidad responsable,CAT,NULL,Superusuario,NULL,,NULL,0,0,NULL,NULL,NULL
817,Junta Directiva,P016,NULL,Superusuario,816,1100,NULL,0,0,NULL,NULL,NULL
818,Unidad de Evaluación Diagnóstica,P016,NULL,Superusuario,816,2100,NULL,0,0,NULL,NULL,NULL
819,Unidad de Apoyo y Seguimiento a la Mejora Continua e Innovación Educativa,P016,NULL,Superusuario,816,3100,NULL,0,0,NULL,NULL,NULL
820,Unidad de Vinculación e Integralidad del Aprendizaje,P016,NULL,Superusuario,816,4100,NULL,0,0,NULL,NULL,NULL
821,Unidad de Administración y Finanzas,M001,NULL,Superusuario,816,1210,NULL,0,0,NULL,NULL,NULL
822,Órgano Interno de Control,O001,NULL,Superusuario,816,5100,NULL,0,0,NULL,NULL,NULL
823,Contribución al PNCCIMGP,CAT,NULL,Superusuario,NULL,NULL,NULL,0,0,NULL,NULL,NULL
824,No aplica,n/a,NULL,Superusuario,823,NULL,NULL,0,0,NULL,NULL,NULL
825,Politica y Gobierno,1,NULL,Superusuario,823,NULL,NULL,0,0,NULL,NULL,NULL
826,Politica Social,2,NULL,Superusuario,823,NULL,NULL,0,0,NULL,NULL,NULL
827,Economia,3,NULL,Superusuario,823,NULL,NULL,0,0,NULL,NULL,NULL
828,Promover el uso eficiente y responsable de los bienes del Estado Mexicano,4,NULL,Superusuario,823,NULL,NULL,0,0,NULL,NULL,NULL
829,Alcance,CAT,NULL,Superusuario,NULL,NULL,NULL,0,0,NULL,NULL,NULL
830,Nacional,1,NULL,Superusuario,829,NULL,NULL,0,0,NULL,NULL,NULL
831,Estatal,2,NULL,Superusuario,829,NULL,NULL,0,0,NULL,NULL,NULL
832,Regional,3,NULL,Superusuario,829,NULL,NULL,0,0,NULL,NULL,NULL
833,Municipal,4,NULL,Superusuario,829,NULL,NULL,0,0,NULL,NULL,NULL
834,Intermunicipal,5,NULL,Superusuario,829,NULL,NULL,0,0,NULL,NULL,NULL
835,Reuniones a realizarse,CAT,NULL,Superusuario,NULL,NULL,NULL,0,0,NULL,NULL,NULL
836,Sí,1,NULL,Superusuario,835,NULL,NULL,0,0,NULL,NULL,NULL
837,No,2,NULL,Superusuario,835,NULL,NULL,0,0,NULL,NULL,NULL
838,Categoría,CAT,NULL,Superusuario,NULL,NULL,NULL,0,0,NULL,NULL,NULL
839,Final,1,NULL,Superusuario,838,NULL,NULL,0,0,NULL,NULL,NULL
840,Intermedio,2,NULL,Superusuario,838,NULL,NULL,0,0,NULL,NULL,NULL
841,Periodico,3,NULL,Superusuario,838,NULL,NULL,0,0,NULL,NULL,NULL
842,Por publicar,CAT,NULL,Superusuario,NULL,NULL,NULL,0,0,NULL,NULL,NULL
843,Sí,1,NULL,Superusuario,842,NULL,NULL,0,0,NULL,NULL,NULL
844,No,2,NULL,Superusuario,842,NULL,NULL,0,0,NULL,NULL,NULL
845,Año para publicar,CAT,NULL,Superusuario,NULL,NULL,NULL,0,0,NULL,NULL,NULL
846,2023,1,NULL,Superusuario,845,NULL,NULL,0,0,NULL,NULL,NULL
847,2024,2,NULL,Superusuario,845,NULL,NULL,0,0,NULL,NULL,NULL
848,2025,3,NULL,Superusuario,845,NULL,NULL,0,0,NULL,NULL,NULL
849,(Incremental),-,NULL,Superusuario,845,NULL,NULL,0,0,NULL,NULL,NULL
850,Nivel educativo,CAT,NULL,Superusuario,NULL,NULL,NULL,0,0,NULL,NULL,NULL
852,Básica,2,NULL,Superusuario,850,NULL,NULL,0,0,NULL,NULL,NULL
853,Media superior,4,NULL,Superusuario,850,NULL,NULL,0,0,NULL,NULL,NULL
854,Otros servicios educativos y actividades inherentes,6,NULL,Superusuario,850,NULL,NULL,0,0,NULL,NULL,NULL
855,Fuente de financiemiento,CAT,NULL,Superusuario,NULL,NULL,NULL,0,0,NULL,NULL,NULL
856,Propios,1,NULL,Superusuario,855,NULL,NULL,0,0,NULL,NULL,NULL
857,Venta de bienes y servicios,2,NULL,Superusuario,855,NULL,NULL,0,0,NULL,NULL,NULL
858,Tipo de producto,CAT,NULL,Superusuario,NULL,NULL,NULL,0,0,NULL,NULL,NULL
859,Agenda estratégica,AE,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
860,Acta de Sesión,AS,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
861,Base de datos,BD,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
862,Boletín,BL,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
863,Batería de reactivos,BR,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
864,Categorías de análisis,CA,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
865,Componente de desarrollo TIC,CD,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
866,Convenio,CO,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
867,Cuaderno Estadístico,CE,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
868,Carpeta de materiales,CM,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
869,Criterios,CR,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
870,Desarrollo TIC,DT,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
871,Estatuto Orgánico,EO,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
872,Estudio,ES,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
873,Evaluación,EV,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
874,Informe de Actividades,IA,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
875,Indicadores,ID,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
876,Intervención formativa,IF,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
877,Instrumentos,IM,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
878,Investigación,IN,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
879,Informe de Resultados,IR,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
880,Informe de seguimiento,IS,NULL,Superusuario,858,NULL,NULL,0,0,NULL,NULL,NULL
