id_catalogo,cd_opcion,cc_externa,df_baja,cve_usuario,id_catalogo_padre,cd_descripcionDos,cc_externaDos,LOCK_FLAG
248,"Acreditación por titulación en la docencia",13401,NULL,Superusuario,232,"13401 Acreditación por titulación en la docencia",369,NULL
249,"Acreditación al personal docente por años de estudio de licenciatura",13402,NULL,Superusuario,232,"13402 Acreditación al personal docente por años de estudio de licenciatura",370,NULL
250,"Compensaciones por servicios especiales",13403,NULL,Superusuario,232,"13403 Compensaciones por servicios especiales",371,NULL
251,"Compensaciones por servicios eventuales",13404,NULL,Superusuario,232,"13404 Compensaciones por servicios eventuales",372,NULL
252,"Compensaciones de retiro",13405,NULL,Superusuario,232,"13405 Compensaciones de retiro",373,NULL
253,"Compensaciones de servicios",13406,NULL,Superusuario,232,"13406 Compensaciones de servicios",374,NULL
254,"Compensaciones adicionales por servicios especiales",13407,NULL,Superusuario,232,"13407 Compensaciones adicionales por servicios especiales",375,NULL
255,"Asignaciones docentes, pedagógicas genéricas y específicas",13408,NULL,Superusuario,232,"13408 Asignaciones docentes, pedagógicas genéricas y específicas",376,NULL
256,"Compensación por adquisición de material didáctico",13409,NULL,Superusuario,232,"13409 Compensación por adquisición de material didáctico",377,NULL
257,"Compensación por actualización y formación académica",13410,NULL,Superusuario,232,"13410 Compensación por actualización y formación académica",378,NULL
258,"Compensaciones a médicos residentes",13411,NULL,Superusuario,232,"13411 Compensaciones a médicos residentes",379,NULL
259,"Gastos contingentes para el personal radicado en el extranjero",13412,NULL,Superusuario,232,"13412 Gastos contingentes para el personal radicado en el extranjero",380,NULL
260,"Asignaciones inherentes a la conclusión de servicios en la Administración Pública Federal",13413,NULL,Superusuario,232,"13413 Asignaciones inherentes a la conclusión de servicios en la Administración Pública Federal",381,NULL
261,"Asignaciones conforme al régimen laboral",13414,NULL,Superusuario,232,"13414 Asignaciones conforme al régimen laboral",382,NULL
262,Sobrehaberes,13501,NULL,Superusuario,232,"13501 Sobrehaberes",383,NULL
263,"Asignaciones de técnico",13601,NULL,Superusuario,232,"13601 Asignaciones de técnico",385,NULL
264,"Asignaciones de mando",13602,NULL,Superusuario,232,"13602 Asignaciones de mando",386,NULL
265,"Asignaciones por comisión",13603,NULL,Superusuario,232,"13603 Asignaciones por comisión",387,NULL
266,"Asignaciones de vuelo",13604,NULL,Superusuario,232,"13604 Asignaciones de vuelo",388,NULL
267,"Asignaciones de técnico especial",13605,NULL,Superusuario,232,"13605 Asignaciones de técnico especial",389,NULL
268,"Honorarios especiales",13701,NULL,Superusuario,232,"13701 Honorarios especiales",390,NULL
269,"Participaciones por vigilancia en el cumplimiento de las leyes y custodia de valores",13801,NULL,Superusuario,232,"13801 Participaciones por vigilancia en el cumplimiento de las leyes y custodia de valores",391,NULL
270,"Aportaciones al ISSSTE",14101,NULL,Superusuario,232,"14101 Aportaciones al ISSSTE",392,NULL
271,"Aportaciones al ISSFAM",14102,NULL,Superusuario,232,"14102 Aportaciones al ISSFAM",393,NULL
272,"Aportaciones al IMSS",14103,NULL,Superusuario,232,"14103 Aportaciones al IMSS",394,NULL
273,"Aportaciones de seguridad social contractuales",14104,NULL,Superusuario,232,"14104 Aportaciones de seguridad social contractuales",395,NULL
274,"Aportaciones al seguro de cesantía en edad avanzada y vejez",14105,NULL,Superusuario,232,"14105 Aportaciones al seguro de cesantía en edad avanzada y vejez",396,NULL
275,"Aportaciones al FOVISSSTE",14201,NULL,Superusuario,232,"14201 Aportaciones al FOVISSSTE",397,NULL
276,"Aportaciones al INFONAVIT",14202,NULL,Superusuario,232,"14202 Aportaciones al INFONAVIT",398,NULL
277,"Aportaciones al Sistema de Ahorro para el Retiro",14301,NULL,Superusuario,232,"14301 Aportaciones al Sistema de Ahorro para el Retiro",399,NULL
278,"Depósitos para el ahorro solidario",14302,NULL,Superusuario,232,"14302 Depósitos para el ahorro solidario",400,NULL
279,"Cuotas para el seguro de vida del personal civil",14401,NULL,Superusuario,232,"14401 Cuotas para el seguro de vida del personal civil",401,NULL
280,"Cuotas para el seguro de vida del personal militar",14402,NULL,Superusuario,232,"14402 Cuotas para el seguro de vida del personal militar",402,NULL
281,"Cuotas para el seguro de gastos médicos del personal civil",14403,NULL,Superusuario,232,"14403 Cuotas para el seguro de gastos médicos del personal civil",403,NULL
282,"Cuotas para el seguro de separación individualizado",14404,NULL,Superusuario,232,"14404 Cuotas para el seguro de separación individualizado",404,NULL
283,"Cuotas para el seguro colectivo de retiro",14405,NULL,Superusuario,232,"14405 Cuotas para el seguro colectivo de retiro",405,NULL
284,"Seguro de responsabilidad civil, asistencia legal y otros seguros",14406,NULL,Superusuario,232,"14406 Seguro de responsabilidad civil, asistencia legal y otros seguros",406,NULL
285,"Cuotas para el fondo de ahorro del personal civil",15101,NULL,Superusuario,232,"15101 Cuotas para el fondo de ahorro del personal civil",407,NULL
286,"Cuotas para el fondo de ahorro de generales, almirantes, jefes y oficiales",15102,NULL,Superusuario,232,"15102 Cuotas para el fondo de ahorro de generales, almirantes, jefes y oficiales",408,NULL
287,"Cuotas para el fondo de trabajo del personal del Ejército, Fuerza Aérea y Armada Mexicanos",15103,NULL,Superusuario,232,"15103 Cuotas para el fondo de trabajo del personal del Ejército, Fuerza Aérea y Armada Mexicanos",409,NULL
288,"Indemnizaciones por accidentes en el trabajo",15201,NULL,Superusuario,232,"15201 Indemnizaciones por accidentes en el trabajo",410,NULL
289,"Pago de liquidaciones",15202,NULL,Superusuario,232,"15202 Pago de liquidaciones",411,NULL
290,"Prestaciones de retiro",15301,NULL,Superusuario,232,"15301 Prestaciones de retiro",412,NULL
291,"Prestaciones establecidas por condiciones generales de trabajo o contratos colectivos de trabajo",15401,NULL,Superusuario,232,"15401 Prestaciones establecidas por condiciones generales de trabajo o contratos colectivos de trabajo",413,NULL
292,"Compensación garantizada",15402,NULL,Superusuario,232,"15402 Compensación garantizada",414,NULL
293,"Asignaciones adicionales al sueldo",15403,NULL,Superusuario,232,"15403 Asignaciones adicionales al sueldo",415,NULL
294,"Apoyos a la capacitación de los servidores públicos",15501,NULL,Superusuario,232,"15501 Apoyos a la capacitación de los servidores públicos",416,NULL
295,"Otras prestaciones",15901,NULL,Superusuario,232,"15901 Otras prestaciones",417,NULL
296,"Pago extraordinario por riesgo",15902,NULL,Superusuario,232,"15902 Pago extraordinario por riesgo",418,NULL
297,"Incrementos a las percepciones",16101,NULL,Superusuario,232,"16101 Incrementos a las percepciones",419,NULL
298,"Creación de plazas",16102,NULL,Superusuario,232,"16102 Creación de plazas",420,NULL
299,"Otras medidas de carácter laboral y económico",16103,NULL,Superusuario,232,"16103 Otras medidas de carácter laboral y económico",421,NULL
300,"Previsiones para aportaciones al ISSSTE",16104,NULL,Superusuario,232,"16104 Previsiones para aportaciones al ISSSTE",422,NULL
301,"Previsiones para aportaciones al FOVISSSTE",16105,NULL,Superusuario,232,"16105 Previsiones para aportaciones al FOVISSSTE",423,NULL
302,"Previsiones para aportaciones al Sistema de Ahorro para el Retiro",16106,NULL,Superusuario,232,"16106 Previsiones para aportaciones al Sistema de Ahorro para el Retiro",424,NULL
303,"Previsiones para aportaciones al seguro de cesantía en edad avanzada y vejez",16107,NULL,Superusuario,232,"16107 Previsiones para aportaciones al seguro de cesantía en edad avanzada y vejez",425,NULL
304,"Previsiones para los depósitos al ahorro solidario",16108,NULL,Superusuario,232,"16108 Previsiones para los depósitos al ahorro solidario",426,NULL
305,"Estímulos por productividad y eficiencia",17101,NULL,Superusuario,232,"17101 Estímulos por productividad y eficiencia",427,NULL
306,"Estímulos al personal operativo",17102,NULL,Superusuario,232,"17102 Estímulos al personal operativo",428,NULL
307,"Materiales y útiles de oficina",21101,NULL,Superusuario,232,"21101 Materiales y útiles de oficina",429,NULL
308,"Materiales y útiles de impresión y reproducción",21201,NULL,Superusuario,232,"21201 Materiales y útiles de impresión y reproducción",430,NULL
309,"Material estadístico y geográfico",21301,NULL,Superusuario,232,"21301 Material estadístico y geográfico",431,NULL
310,"Materiales y útiles consumibles para el procesamiento en equipos y bienes informáticos.",21401,NULL,Superusuario,232,"21401 Materiales y útiles consumibles para el procesamiento en equipos y bienes informáticos.",432,NULL
311,"Material de apoyo informativo",21501,NULL,Superusuario,232,"21501 Material de apoyo informativo",433,NULL
312,"Material para información en actividades de investigación científica y tecnológica",21502,NULL,Superusuario,232,"21502 Material para información en actividades de investigación científica y tecnológica",434,NULL
313,"Material de limpieza",21601,NULL,Superusuario,232,"21601 Material de limpieza",435,NULL
314,"Materiales y suministros para planteles educativos",21701,NULL,Superusuario,232,"21701 Materiales y suministros para planteles educativos",436,NULL
315,"Productos alimenticios para el Ejército, Fuerza Aérea y Armada Mexicanos, y para los efectivos que participen en programas de seguridad pública",22101,NULL,Superusuario,232,"22101 Productos alimenticios para el Ejército, Fuerza Aérea y Armada Mexicanos, y para los efectivos que participen en programas de seguridad pública",437,NULL
316,"Productos alimenticios para personas derivado de la prestación de servicios públicos en unidades de salud, educativas, de readaptación social y otras",22102,NULL,Superusuario,232,"22102 Productos alimenticios para personas derivado de la prestación de servicios públicos en unidades de salud, educativas, de readaptación social y otras",438,NULL
317,"Productos alimenticios para el personal que realiza labores en campo o de supervisión",22103,NULL,Superusuario,232,"22103 Productos alimenticios para el personal que realiza labores en campo o de supervisión",439,NULL
318,"Productos alimenticios para el personal en las instalaciones de las dependencias y entidades",22104,NULL,Superusuario,232,"22104 Productos alimenticios para el personal en las instalaciones de las dependencias y entidades",440,NULL
319,"Productos alimenticios para la población en caso de desastres naturales",22105,NULL,Superusuario,232,"22105 Productos alimenticios para la población en caso de desastres naturales",441,NULL
320,"Productos alimenticios para el personal derivado de actividades extraordinarias (Se modifica)",22106,NULL,Superusuario,232,"22106 Productos alimenticios para el personal derivado de actividades extraordinarias (Se modifica)",442,NULL
321,"Productos alimenticios para animales",22201,NULL,Superusuario,232,"22201 Productos alimenticios para animales",443,NULL
322,"Utensilios para el servicio de alimentación",22301,NULL,Superusuario,232,"22301 Utensilios para el servicio de alimentación",444,NULL
323,"Productos alimenticios, agropecuarios y forestales adquiridos como materia prima",23101,NULL,Superusuario,232,"23101 Productos alimenticios, agropecuarios y forestales adquiridos como materia prima",445,NULL
324,"Insumos textiles adquiridos como materia prima",23201,NULL,Superusuario,232,"23201 Insumos textiles adquiridos como materia prima",446,NULL
325,"Productos de papel, cartón e impresos adquiridos como materia prima",23301,NULL,Superusuario,232,"23301 Productos de papel, cartón e impresos adquiridos como materia prima",447,NULL
326,"Combustibles, lubricantes, aditivos, carbón y sus derivados adquiridos como materia prima",23401,NULL,Superusuario,232,"23401 Combustibles, lubricantes, aditivos, carbón y sus derivados adquiridos como materia prima",448,NULL
327,"Productos químicos, farmacéuticos y de laboratorio adquiridos como materia prima",23501,NULL,Superusuario,232,"23501 Productos químicos, farmacéuticos y de laboratorio adquiridos como materia prima",449,NULL
328,"Productos metálicos y a base de minerales no metálicos adquiridos como materia prima",23601,NULL,Superusuario,232,"23601 Productos metálicos y a base de minerales no metálicos adquiridos como materia prima",450,NULL
329,"Productos de cuero, piel, plástico y hule adquiridos como materia prima",23701,NULL,Superusuario,232,"23701 Productos de cuero, piel, plástico y hule adquiridos como materia prima",451,NULL
330,"Mercancías para su comercialización en tiendas del sector público",23801,NULL,Superusuario,232,"23801 Mercancías para su comercialización en tiendas del sector público",452,NULL
331,"Otros productos adquiridos como materia prima",23901,NULL,Superusuario,232,"23901 Otros productos adquiridos como materia prima",453,NULL
332,"Petróleo, gas y sus derivados adquiridos como materia prima",23902,NULL,Superusuario,232,"23902 Petróleo, gas y sus derivados adquiridos como materia prima",454,NULL
333,"Productos minerales no metálicos",24101,NULL,Superusuario,232,"24101 Productos minerales no metálicos",455,NULL
334,"Cemento y productos de concreto",24201,NULL,Superusuario,232,"24201 Cemento y productos de concreto",456,NULL
335,"Cal, yeso y productos de yeso",24301,NULL,Superusuario,232,"24301 Cal, yeso y productos de yeso",457,NULL
336,"Madera y productos de madera",24401,NULL,Superusuario,232,"24401 Madera y productos de madera",458,NULL
337,"Vidrio y productos de vidrio",24501,NULL,Superusuario,232,"24501 Vidrio y productos de vidrio",459,NULL
338,"Material eléctrico y electrónico",24601,NULL,Superusuario,232,"24601 Material eléctrico y electrónico",460,NULL
339,"Artículos metálicos para la construcción",24701,NULL,Superusuario,232,"24701 Artículos metálicos para la construcción",461,NULL
340,"Materiales complementarios",24801,NULL,Superusuario,232,"24801 Materiales complementarios",462,NULL
341,"Otros materiales y artículos de construcción y reparación",24901,NULL,Superusuario,232,"24901 Otros materiales y artículos de construcción y reparación",463,NULL
342,"Productos químicos básicos",25101,NULL,Superusuario,232,"25101 Productos químicos básicos",464,NULL
343,"Plaguicidas, abonos y fertilizantes",25201,NULL,Superusuario,232,"25201 Plaguicidas, abonos y fertilizantes",465,NULL
344,"Medicinas y productos farmacéuticos",25301,NULL,Superusuario,232,"25301 Medicinas y productos farmacéuticos",466,NULL
345,"Materiales, accesorios y suministros médicos",25401,NULL,Superusuario,232,"25401 Materiales, accesorios y suministros médicos",467,NULL
346,"Materiales, accesorios y suministros de laboratorio",25501,NULL,Superusuario,232,"25501 Materiales, accesorios y suministros de laboratorio",468,NULL
347,"Fibras sintéticas, hules, plásticos y derivados",25601,NULL,Superusuario,232,"25601 Fibras sintéticas, hules, plásticos y derivados",469,NULL
348,"Otros productos químicos",25901,NULL,Superusuario,232,"25901 Otros productos químicos",470,NULL
349,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales destinados a la ejecución de programas de seguridad pública y nacional",26101,NULL,Superusuario,232,"26101 Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales destinados a la ejecución de programas de seguridad pública y nacional",471,NULL
350,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales destinados a servicios públicos y la operación de programas públicos",26102,NULL,Superusuario,232,"26102 Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales destinados a servicios públicos y la operación de programas públicos",472,NULL
351,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales destinados a servicios administrativos",26103,NULL,Superusuario,232,"26103 Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales destinados a servicios administrativos",473,NULL
352,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales asignados a servidores públicos",26104,NULL,Superusuario,232,"26104 Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales asignados a servidores públicos",474,NULL
353,"Combustibles, lubricantes y aditivos para maquinaria, equipo de producción y servicios administrativos",26105,NULL,Superusuario,232,"26105 Combustibles, lubricantes y aditivos para maquinaria, equipo de producción y servicios administrativos",475,NULL
354,"PIDIREGAS cargos variables",26106,NULL,Superusuario,232,"26106 PIDIREGAS cargos variables",476,NULL
355,"Combustibles nacionales para plantas productivas",26107,NULL,Superusuario,232,"26107 Combustibles nacionales para plantas productivas",477,NULL
356,"Combustibles de importación para plantas productivas",26108,NULL,Superusuario,232,"26108 Combustibles de importación para plantas productivas",478,NULL
357,"Vestuario y uniformes",27101,NULL,Superusuario,232,"27101 Vestuario y uniformes",479,NULL
358,"Prendas de protección personal",27201,NULL,Superusuario,232,"27201 Prendas de protección personal",480,NULL
359,"Artículos deportivos",27301,NULL,Superusuario,232,"27301 Artículos deportivos",481,NULL
360,"Productos textiles",27401,NULL,Superusuario,232,"27401 Productos textiles",482,NULL
361,"Blancos y otros productos textiles, excepto prendas de vestir",27501,NULL,Superusuario,232,"27501 Blancos y otros productos textiles, excepto prendas de vestir",483,NULL
362,"Sustancias y materiales explosivos",28101,NULL,Superusuario,232,"28101 Sustancias y materiales explosivos",484,NULL
363,"Materiales de seguridad pública",28201,NULL,Superusuario,232,"28201 Materiales de seguridad pública",485,NULL
364,"Prendas de protección para seguridad pública y nacional",28301,NULL,Superusuario,232,"28301 Prendas de protección para seguridad pública y nacional",486,NULL
365,"Herramientas menores",29101,NULL,Superusuario,232,"29101 Herramientas menores",487,NULL
366,"Refacciones y accesorios menores de edificios",29201,NULL,Superusuario,232,"29201 Refacciones y accesorios menores de edificios",488,NULL
367,"Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",29301,NULL,Superusuario,232,"29301 Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",489,NULL
368,"Refacciones y accesorios para equipo de cómputo y telecomunicaciones (Se modifica)",29401,NULL,Superusuario,232,"29401 Refacciones y accesorios para equipo de cómputo y telecomunicaciones (Se modifica)",490,NULL
369,"Refacciones y accesorios menores de equipo e instrumental médico y de laboratorio",29501,NULL,Superusuario,232,"29501 Refacciones y accesorios menores de equipo e instrumental médico y de laboratorio",491,NULL
370,"Refacciones y accesorios menores de equipo de transporte",29601,NULL,Superusuario,232,"29601 Refacciones y accesorios menores de equipo de transporte",492,NULL
371,"Refacciones y accesorios menores de equipo de defensa y seguridad",29701,NULL,Superusuario,232,"29701 Refacciones y accesorios menores de equipo de defensa y seguridad",493,NULL
372,"Refacciones y accesorios menores de maquinaria y otros equipos",29801,NULL,Superusuario,232,"29801 Refacciones y accesorios menores de maquinaria y otros equipos",494,NULL
373,"Refacciones y accesorios menores otros bienes muebles",29901,NULL,Superusuario,232,"29901 Refacciones y accesorios menores otros bienes muebles",495,NULL
374,"Servicio de energía eléctrica",31101,NULL,Superusuario,232,"31101 Servicio de energía eléctrica",496,NULL
375,"Servicio de gas",31201,NULL,Superusuario,232,"31201 Servicio de gas",497,NULL
376,"Servicio de agua",31301,NULL,Superusuario,232,"31301 Servicio de agua",498,NULL
377,"Servicio telefónico convencional",31401,NULL,Superusuario,232,"31401 Servicio telefónico convencional",499,NULL
378,"Servicio de telefonía celular",31501,NULL,Superusuario,232,"31501 Servicio de telefonía celular",500,NULL
379,"Servicio de radiolocalización",31601,NULL,Superusuario,232,"31601 Servicio de radiolocalización",501,NULL
380,"Servicios de telecomunicaciones",31602,NULL,Superusuario,232,"31602 Servicios de telecomunicaciones",502,NULL
381,"Servicios de internet",31603,NULL,Superusuario,232,"31603 Servicios de internet",503,NULL
382,"Servicios de conducción de señales analógicas y digitales",31701,NULL,Superusuario,232,"31701 Servicios de conducción de señales analógicas y digitales",504,NULL
383,"Servicio postal",31801,NULL,Superusuario,232,"31801 Servicio postal",505,NULL
384,"Servicio telegráfico",31802,NULL,Superusuario,232,"31802 Servicio telegráfico",506,NULL
385,"Servicios integrales de telecomunicación",31901,NULL,Superusuario,232,"31901 Servicios integrales de telecomunicación",507,NULL
386,"Contratación de otros servicios",31902,NULL,Superusuario,232,"31902 Contratación de otros servicios",508,NULL
387,"Servicios generales para planteles educativos",31903,NULL,Superusuario,232,"31903 Servicios generales para planteles educativos",509,NULL
388,"Servicios integrales de infraestructura de cómputo.",31904,NULL,Superusuario,232,"31904 Servicios integrales de infraestructura de cómputo.",510,NULL
389,"Arrendamiento de terrenos",32101,NULL,Superusuario,232,"32101 Arrendamiento de terrenos",511,NULL
390,"Arrendamiento de edificios y locales",32201,NULL,Superusuario,232,"32201 Arrendamiento de edificios y locales",512,NULL
391,"Arrendamiento de equipo y bienes informáticos",32301,NULL,Superusuario,232,"32301 Arrendamiento de equipo y bienes informáticos",513,NULL
392,"Arrendamiento de mobiliario",32302,NULL,Superusuario,232,"32302 Arrendamiento de mobiliario",514,NULL
393,"Arrendamiento de equipo de telecomunicaciones",32303,NULL,Superusuario,232,"32303 Arrendamiento de equipo de telecomunicaciones",515,NULL
394,"Arrendamiento de equipo y bienes informáticos",32306,NULL,Superusuario,232,"32306 Arrendamiento de equipo y bienes informáticos",516,NULL
395,"Arrendamiento de equipo e instrumental médico y de laboratorio",32401,NULL,Superusuario,232,"32401 Arrendamiento de equipo e instrumental médico y de laboratorio",517,NULL
396,"Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para la ejecución de programas de seguridad pública y nacional",32501,NULL,Superusuario,232,"32501 Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para la ejecución de programas de seguridad pública y nacional",518,NULL
397,"Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para servicios públicos y la operación de programas públicos",32502,NULL,Superusuario,232,"32502 Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para servicios públicos y la operación de programas públicos",519,NULL
398,"Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para servicios administrativos",32503,NULL,Superusuario,232,"32503 Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para servicios administrativos",520,NULL
399,"Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para desastres naturales",32504,NULL,Superusuario,232,"32504 Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para desastres naturales",521,NULL
400,"Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para servidores públicos",32505,NULL,Superusuario,232,"32505 Arrendamiento de vehículos terrestres, aéreos, marítimos, lacustres y fluviales para servidores públicos",522,NULL
401,"Arrendamiento de maquinaria y equipo",32601,NULL,Superusuario,232,"32601 Arrendamiento de maquinaria y equipo",523,NULL
402,"Patentes, derechos de autor, regalías y otros",32701,NULL,Superusuario,232,"32701 Patentes, derechos de autor, regalías y otros",524,NULL
403,"Arrendamiento de sustancias y productos químicos",32901,NULL,Superusuario,232,"32901 Arrendamiento de sustancias y productos químicos",525,NULL
404,"PIDIREGAS cargos fijos",32902,NULL,Superusuario,232,"32902 PIDIREGAS cargos fijos",526,NULL
405,"Otros Arrendamientos",32903,NULL,Superusuario,232,"32903 Otros Arrendamientos",527,NULL
406,"Asesorías asociadas a convenios, tratados o acuerdos",33101,NULL,Superusuario,232,"33101 Asesorías asociadas a convenios, tratados o acuerdos",528,NULL
407,"Asesorías por controversias en el marco de los tratados internacionales",33102,NULL,Superusuario,232,"33102 Asesorías por controversias en el marco de los tratados internacionales",529,NULL
408,"Consultorías para programas o proyectos financiados por organismos internacionales",33103,NULL,Superusuario,232,"33103 Consultorías para programas o proyectos financiados por organismos internacionales",530,NULL
409,"Otras asesorías para la operación de programas",33104,NULL,Superusuario,232,"33104 Otras asesorías para la operación de programas",531,NULL
410,"Servicios relacionados con procedimientos jurisdiccionales",33105,NULL,Superusuario,232,"33105 Servicios relacionados con procedimientos jurisdiccionales",532,NULL
411,"Servicios de diseño, arquitectura, ingeniería y actividades relacionadas",33201,NULL,Superusuario,232,"33201 Servicios de diseño, arquitectura, ingeniería y actividades relacionadas",533,NULL
412,"Servicios de desarrollo de aplicaciones informáticas",33301,NULL,Superusuario,232,"33301 Servicios de desarrollo de aplicaciones informáticas",534,NULL
413,"Servicios estadísticos y geográficos",33302,NULL,Superusuario,232,"33302 Servicios estadísticos y geográficos",535,NULL
414,"Servicios relacionados con certificación de procesos",33303,NULL,Superusuario,232,"33303 Servicios relacionados con certificación de procesos",536,NULL
415,"Servicios de mantenimiento de aplicaciones informática",33304,NULL,Superusuario,232,"33304 Servicios de mantenimiento de aplicaciones informática",537,NULL
416,"Servicios para capacitación a servidores públicos",33401,NULL,Superusuario,232,"33401 Servicios para capacitación a servidores públicos",538,NULL
417,"Estudios e investigaciones",33501,NULL,Superusuario,232,"33501 Estudios e investigaciones",539,NULL
418,"Servicios relacionados con traducciones",33601,NULL,Superusuario,232,"33601 Servicios relacionados con traducciones",540,NULL
419,"Otros servicios comerciales",33602,NULL,Superusuario,232,"33602 Otros servicios comerciales",541,NULL
420,"Impresiones de documentos oficiales para la prestación de servicios públicos, identificación, formatos administrativos y fiscales, formas valoradas, certificados y títulos",33603,NULL,Superusuario,232,"33603 Impresiones de documentos oficiales para la prestación de servicios públicos, identificación, formatos administrativos y fiscales, formas valoradas, certificados y títulos",542,NULL
421,"Impresión y elaboración de material informativo derivado de la operación y administración de las dependencias y entidades",33604,NULL,Superusuario,232,"33604 Impresión y elaboración de material informativo derivado de la operación y administración de las dependencias y entidades",543,NULL
422,"Información en medios masivos derivada de la operación y administración de las dependencias y entidades",33605,NULL,Superusuario,232,"33605 Información en medios masivos derivada de la operación y administración de las dependencias y entidades",544,NULL
423,"Servicios de digitalización",33606,NULL,Superusuario,232,"33606 Servicios de digitalización",545,NULL
424,"Gastos de seguridad pública y nacional",33701,NULL,Superusuario,232,"33701 Gastos de seguridad pública y nacional",546,NULL
425,"Gastos en actividades de seguridad y logística del Estado Mayor Presidencial",33702,NULL,Superusuario,232,"33702 Gastos en actividades de seguridad y logística del Estado Mayor Presidencial",547,NULL
426,"Servicios de vigilancia",33801,NULL,Superusuario,232,"33801 Servicios de vigilancia",548,NULL
427,"Subcontratación de servicios con terceros",33901,NULL,Superusuario,232,"33901 Subcontratación de servicios con terceros",549,NULL
428,"Proyectos para prestación de servicios",33902,NULL,Superusuario,232,"33902 Proyectos para prestación de servicios",550,NULL
429,"Servicios integrales",33903,NULL,Superusuario,232,"33903 Servicios integrales",551,NULL
430,"Servicios bancarios y financieros",34101,NULL,Superusuario,232,"34101 Servicios bancarios y financieros",552,NULL
431,"Gastos inherentes a la recaudación",34301,NULL,Superusuario,232,"34301 Gastos inherentes a la recaudación",553,NULL
432,"Seguro de responsabilidad patrimonial del Estado",34401,NULL,Superusuario,232,"34401 Seguro de responsabilidad patrimonial del Estado",554,NULL
433,"Seguros de bienes patrimoniales",34501,NULL,Superusuario,232,"34501 Seguros de bienes patrimoniales",555,NULL
434,"Almacenaje, embalaje y envase",34601,NULL,Superusuario,232,"34601 Almacenaje, embalaje y envase",556,NULL
435,"Fletes y maniobras",34701,NULL,Superusuario,232,"34701 Fletes y maniobras",557,NULL
436,"Comisiones por ventas",34801,NULL,Superusuario,232,"34801 Comisiones por ventas",558,NULL
437,"Mantenimiento y conservación de inmuebles para la prestación de servicios administrativos",35101,NULL,Superusuario,232,"35101 Mantenimiento y conservación de inmuebles para la prestación de servicios administrativos",559,NULL
438,"Mantenimiento y conservación de inmuebles para la prestación de servicios públicos",35102,NULL,Superusuario,232,"35102 Mantenimiento y conservación de inmuebles para la prestación de servicios públicos",560,NULL
439,"Mantenimiento y conservación de mobiliario y equipo de administración",35201,NULL,Superusuario,232,"35201 Mantenimiento y conservación de mobiliario y equipo de administración",561,NULL
440,"Mantenimiento y conservación de bienes informáticos",35301,NULL,Superusuario,232,"35301 Mantenimiento y conservación de bienes informáticos",562,NULL
441,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",35401,NULL,Superusuario,232,"35401 Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",563,NULL
442,"Mantenimiento y conservación de vehículos terrestres, aéreos, marítimos, lacustres y fluviales",35501,NULL,Superusuario,232,"35501 Mantenimiento y conservación de vehículos terrestres, aéreos, marítimos, lacustres y fluviales",564,NULL
443,"Reparación y mantenimiento de equipo de defensa y seguridad",35601,NULL,Superusuario,232,"35601 Reparación y mantenimiento de equipo de defensa y seguridad",565,NULL
444,"Mantenimiento y conservación de maquinaria y equipo",35701,NULL,Superusuario,232,"35701 Mantenimiento y conservación de maquinaria y equipo",566,NULL
445,"Mantenimiento y conservación de plantas e instalaciones productivas",35702,NULL,Superusuario,232,"35702 Mantenimiento y conservación de plantas e instalaciones productivas",567,NULL
446,"Servicios de lavandería, limpieza e higiene",35801,NULL,Superusuario,232,"35801 Servicios de lavandería, limpieza e higiene",568,NULL
447,"Servicios de jardinería y fumigación",35901,NULL,Superusuario,232,"35901 Servicios de jardinería y fumigación",569,NULL
448,"Difusión de mensajes sobre programas y actividades gubernamentales",36101,NULL,Superusuario,232,"36101 Difusión de mensajes sobre programas y actividades gubernamentales",570,NULL
